"comment_id","created_at","text","like_count","user_id","reply_count","screen_name","gender","followers_count","statuses_count","source","parent_id"
"5161399852731741","Thu May 01 07:51:22 +0800 2025","咱写了一堆美国的4+4，莫名其妙的给删了。再写一遍。美国的4+4，有的是3+4，叫BA/MD program. 有这个项目的大学不多，招的人数在15人一下，很难进，比上哈佛还难，哈佛大学没有这个项目。4+4是高中毕业申请大学同时申请，交两份申请费。首先要被该大学录取，然后大学如果对你刚兴趣，你将被请到学校",11,"5566398898",6,"阳光乡村桥","m",50,2,"来自美国",NA
"5161395943900271","Thu May 01 07:35:50 +0800 2025","为什么要挤压普通人的晋升通道",4,"3479952115",0,"清风和明月不会辜负任何人","f",231,706,"来自广东",NA
"5161397180696978","Thu May 01 07:40:45 +0800 2025","不过300年<span class=""url-icon""><img alt=[允悲] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-a14a649db8.png"" style=""width:1em; height:1em;"" /></span>",2,"1622389935",0,"月光女孩011","f",176,1464,"来自北京",NA
"5161412310599339","Thu May 01 08:40:52 +0800 2025","//<a href='/n/西风晚照'>@西风晚照</a>:求一个真相",0,"5479504871",0,"星海_July","f",39,9396,"来自黑龙江",NA
"5161407034953437","Thu May 01 08:19:54 +0800 2025","4+4这么说的话 原来医学可以只读四年就能学完啊 本科别让我读5年哈",0,"7822488664",0,"miika_7","f",93,205,"来自山东",NA
"5161404957984402","Thu May 01 08:11:39 +0800 2025","<a href='/n/央视新闻'>@央视新闻</a>",1,"3816295483",0,"YY的馨缘之旅","f",181,1387,"来自安徽",NA
"5161368208016528","Thu May 01 05:45:37 +0800 2025","从哪儿入手？",0,"6035148556",0,"总有一句话会让你变得更好","m",600,34964,"来自河南",NA
"5161312268584542","Thu May 01 02:03:20 +0800 2025","可怕",0,"6415819448",0,"今天想回村养老","f",15,124,"来自广东",NA
"5161379255026090","Thu May 01 06:29:31 +0800 2025","<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E8%91%A3%E8%A2%AD%E8%8E%B9%E7%9A%84%E7%A7%8D%E7%A7%8D%E7%96%91%E4%BA%91%E8%AF%A5%E6%9C%89%E4%BA%BA%E5%87%BA%E6%9D%A5%E5%9B%9E%E5%BA%94%E4%BA%86%23&extparam=%23%E8%91%A3%E8%A2%AD%E8%8E%B9%E7%9A%84%E7%A7%8D%E7%A7%8D%E7%96%91%E4%BA%91%E8%AF%A5%E6%9C%89%E4%BA%BA%E5%87%BA%E6%9D%A5%E5%9B%9E%E5%BA%94%E4%BA%86%23&luicode=20000061&lfid=5161173952235852"" data-hide=""""><span class=""surl-text"">#董袭莹的种种疑云该有人出来回应了#</span></a> <a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%234%E5%8A%A04%E6%A8%A1%E5%BC%8F%E4%B8%8D%E8%83%BD%E6%88%90%E4%B8%BA%E8%B5%84%E6%BA%90%E8%80%85%E7%9A%84%E8%BF%91%E6%B0%B4%E6%A5%BC%E5%8F%B0%23&extparam=%234%E5%8A%A04%E6%A8%A1%E5%BC%8F%E4%B8%8D%E8%83%BD%E6%88%90%E4%B8%BA%E8%B5%84%E6%BA%90%E8%80%85%E7%9A%84%E8%BF%91%E6%B0%B4%E6%A5%BC%E5%8F%B0%23&luicode=20000061&lfid=5161173952235852"" data-hide=""""><span class=""surl-text"">#4加4模式不能成为资源者的近水楼台#</span></a> <a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E8%91%A3%E8%A2%AD%E8%8E%B9%E7%9A%84%E7%A7%8D%E7%A7%8D%E7%96%91%E4%BA%91%E8%AF%A5%E6%9C%89%E4%BA%BA%E5%87%BA%E6%9D%A5%E5%9B%9E%E5%BA%94%E4%BA%86%23&extparam=%23%E8%91%A3%E8%A2%AD%E8%8E%B9%E7%9A%84%E7%A7%8D%E7%A7%8D%E7%96%91%E4%BA%91%E8%AF%A5%E6%9C%89%E4%BA%BA%E5%87%BA%E6%9D%A5%E5%9B%9E%E5%BA%94%E4%BA%86%23&luicode=20000061&lfid=5161173952235852"" data-hide=""""><span class=""surl-text"">#董袭莹的种种疑云该有人出来回应了#</span></a> <a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%234%E5%8A%A04%E6%A8%A1%E5%BC%8F%E4%B8%8D%E8%83%BD%E6%88%90%E4%B8%BA%E8%B5%84%E6%BA%90%E8%80%85%E7%9A%84%E8%BF%91%E6%B0%B4%E6%A5%BC%E5%8F%B0%23&extparam=%234%E5%8A%A04%E6%A8%A1%E5%BC%8F%E4%B8%8D%E8%83%BD%E6%88%90%E4%B8%BA%E8%B5%84%E6%BA%90%E8%80%85%E7%9A%84%E8%BF%91%E6%B0%B4%E6%A5%BC%E5%8F%B0%23&luicode=20000061&lfid=5161173952235852"" data-hide=""""><span class=""surl-text"">#4加4模式不能成为资源者的近水楼台#</span></a>",2,"1352214847",0,"yyli","f",1022,29984,"来自湖北",NA
"5161430409282201","Thu May 01 09:52:47 +0800 2025","查王辰",0,"5325533227",0,"简单又有趣","f",58,382,"来自河南",NA
"5161416605827633","Thu May 01 08:57:56 +0800 2025","这个4+4，怎么感觉是用来资源交换的！",1,"1803457264",0,"乡野经典中医","m",41000,15764,"来自广西",NA
"5161405305064216","Thu May 01 08:13:02 +0800 2025","支持",0,"7592855431",0,"猫教授的xiao号","m",23,30,"来自北京",NA
"5161406477108273","Thu May 01 08:17:41 +0800 2025","<a href='/n/人民日报'>@人民日报</a> <a href='/n/人民日报评论'>@人民日报评论</a>",3,"5469853944",0,"牛小的牛油果99","m",36,2724,"来自上海",NA
"5161414223463252","Thu May 01 08:48:28 +0800 2025","能查出来结果吗",1,"3328106394",0,"徐娜娜子-","f",260,630,"来自河南",NA
"5161406601889475","Thu May 01 08:18:11 +0800 2025","蹲一个真相",1,"1984411227",0,"非著名六六子","f",166,4569,"来自上海",NA
"5161402839335696","Thu May 01 08:03:14 +0800 2025","热搜都没了<span class=""url-icon""><img alt=[悲伤] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_beishang-c95268c034.png"" style=""width:1em; height:1em;"" /></span>",1,"3936215112",0,"圈块地自萌","m",56,719,"来自内蒙古",NA
"5161398424043940","Thu May 01 07:45:40 +0800 2025","邱院士也要好好查查",3,"1774537422",0,"紫嫣yoki","f",205,1471,"来自江苏",NA
"5161371600421023","Thu May 01 05:59:05 +0800 2025","<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E8%91%A3%E8%A2%AD%E8%8E%B9%E7%9A%84%E7%A7%8D%E7%A7%8D%E7%96%91%E4%BA%91%E8%AF%A5%E6%9C%89%E4%BA%BA%E5%87%BA%E6%9D%A5%E5%9B%9E%E5%BA%94%E4%BA%86%23&extparam=%23%E8%91%A3%E8%A2%AD%E8%8E%B9%E7%9A%84%E7%A7%8D%E7%A7%8D%E7%96%91%E4%BA%91%E8%AF%A5%E6%9C%89%E4%BA%BA%E5%87%BA%E6%9D%A5%E5%9B%9E%E5%BA%94%E4%BA%86%23&luicode=20000061&lfid=5161173952235852"" data-hide=""""><span class=""surl-text"">#董袭莹的种种疑云该有人出来回应了#</span></a> <a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E8%91%A3%E8%A2%AD%E8%8E%B9%E7%9A%84%E7%A7%8D%E7%A7%8D%E7%96%91%E4%BA%91%E8%AF%A5%E6%9C%89%E4%BA%BA%E5%87%BA%E6%9D%A5%E5%9B%9E%E5%BA%94%E4%BA%86%23&extparam=%23%E8%91%A3%E8%A2%AD%E8%8E%B9%E7%9A%84%E7%A7%8D%E7%A7%8D%E7%96%91%E4%BA%91%E8%AF%A5%E6%9C%89%E4%BA%BA%E5%87%BA%E6%9D%A5%E5%9B%9E%E5%BA%94%E4%BA%86%23&luicode=20000061&lfid=5161173952235852"" data-hide=""""><span class=""surl-text"">#董袭莹的种种疑云该有人出来回应了#</span></a> <a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%234%E5%8A%A04%E6%A8%A1%E5%BC%8F%E4%B8%8D%E8%83%BD%E6%88%90%E4%B8%BA%E8%B5%84%E6%BA%90%E8%80%85%E7%9A%84%E8%BF%91%E6%B0%B4%E6%A5%BC%E5%8F%B0%23&extparam=%234%E5%8A%A04%E6%A8%A1%E5%BC%8F%E4%B8%8D%E8%83%BD%E6%88%90%E4%B8%BA%E8%B5%84%E6%BA%90%E8%80%85%E7%9A%84%E8%BF%91%E6%B0%B4%E6%A5%BC%E5%8F%B0%23&luicode=20000061&lfid=5161173952235852"" data-hide=""""><span class=""surl-text"">#4加4模式不能成为资源者的近水楼台#</span></a> <a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%234%E5%8A%A04%E6%A8%A1%E5%BC%8F%E4%B8%8D%E8%83%BD%E6%88%90%E4%B8%BA%E8%B5%84%E6%BA%90%E8%80%85%E7%9A%84%E8%BF%91%E6%B0%B4%E6%A5%BC%E5%8F%B0%23&extparam=%234%E5%8A%A04%E6%A8%A1%E5%BC%8F%E4%B8%8D%E8%83%BD%E6%88%90%E4%B8%BA%E8%B5%84%E6%BA%90%E8%80%85%E7%9A%84%E8%BF%91%E6%B0%B4%E6%A5%BC%E5%8F%B0%23&luicode=20000061&lfid=5161173952235852"" data-hide=""""><span class=""surl-text"">#4加4模式不能成为资源者的近水楼台#</span></a>",1,"1352214847",0,"yyli","f",1022,29984,"来自湖北",NA
"5161423970504523","Thu May 01 09:27:12 +0800 2025","世态炎凉<span class=""url-icon""><img alt=[打call] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/fb_a1dacall-1e0c4593fc.png"" style=""width:1em; height:1em;"" /></span>",0,"5939990944",0,"幸运的闫先森","m",106,1174,"来自河北",NA
"5161420765265934","Thu May 01 09:14:27 +0800 2025","荔枝新闻好样的！",0,"1649953737",0,"天天天蓝801","f",327,2049,"来自四川",NA
"5161416130562823","Thu May 01 08:56:03 +0800 2025","<a href='/n/焦点访谈'>@焦点访谈</a> 不访谈一下么",0,"1220947084",0,"芮芷芩","f",274,1591,"来自江苏",NA
"5161414499503555","Thu May 01 08:49:34 +0800 2025","热搜一直被压，他们势力太大了吧<span class=""url-icon""><img alt=[允悲] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-a14a649db8.png"" style=""width:1em; height:1em;"" /></span>",0,"6184169991",0,"勤奋学习的周周","f",18,41,"来自福建",NA
"5161413766547470","Thu May 01 08:46:39 +0800 2025","太牛了，吾辈普通人望尘莫及啊！<span class=""url-icon""><img alt=[裂开] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/fc_liekai-9df295d44f.png"" style=""width:1em; height:1em;"" /></span>",0,"7514910029",0,"米兰爱剑兰","f",37,2866,"来自河北",NA
"5161412214919110","Thu May 01 08:40:29 +0800 2025","热度一定要在，不要被压下去了",0,"6682518029",0,"柚柚的lemon","f",2,59,"来自安徽",NA
"5161409202094482","Thu May 01 08:28:30 +0800 2025","顶一下热度",0,"6992741594",0,"墨冰99","m",12,828,"来自北京",NA
"5161406954997339","Thu May 01 08:19:35 +0800 2025","30年前,  谁家不是靠关系上班…(只是我们关系没那么多罢了)<span class=""url-icon""><img alt=[允悲] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-a14a649db8.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[允悲] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-a14a649db8.png"" style=""width:1em; height:1em;"" /></span>",0,"5612188613",1,"给dd88点点滴滴默默点赞地左撇子","m",34,501,"来自北京",NA
"5161399153329045","Thu May 01 07:48:35 +0800 2025","求一个真相",0,"1999217253",0,"香草吧噗啦啦啦啦啦啦","f",853,452,"来自吉林",NA
"5161397937507534","Thu May 01 07:43:45 +0800 2025","<span class=""url-icon""><img alt=[good] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/h_good-0c51afc69c.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[good] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/h_good-0c51afc69c.png"" style=""width:1em; height:1em;"" /></span>",0,"2819849342",0,"Vera-不爱穿袜子","f",130,1038,"来自江苏",NA
"5161396007862970","Thu May 01 07:36:05 +0800 2025","好样的新闻平台，荔枝高层<span class=""url-icon""><img alt=[good] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/h_good-0c51afc69c.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[good] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/h_good-0c51afc69c.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[good] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/h_good-0c51afc69c.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[good] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/h_good-0c51afc69c.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[good] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/h_good-0c51afc69c.png"" style=""width:1em; height:1em;"" /></span>",0,"5061025105",0,"我叫卢洁","f",51,89,"来自浙江",NA
"5161395872335121","Thu May 01 07:35:33 +0800 2025","真的很失望",0,"3479952115",0,"清风和明月不会辜负任何人","f",231,706,"来自广东",NA
"5161391134082641","Thu May 01 07:16:43 +0800 2025","你真帅<span class=""url-icon""><img alt=""[举手]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/fd/2022_raisehand_org.png"" style=""width:1em; height:1em;"" /></span>",0,"7081272357",0,"今天背单词了吗li","f",24,292,"来自河北",NA
"5161387485300527","Thu May 01 07:02:13 +0800 2025","应该好好查查，不只是中日友好医院<span class=""url-icon""><img alt=[二哈] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_erha-139d0e07bd.png"" style=""width:1em; height:1em;"" /></span>",0,"7822319380",0,"热心市民6富贵","m",326,1,"来自天津",NA
"5161383105396857","Thu May 01 06:44:48 +0800 2025","热度顶起来",1,"3956464866",0,"PeaceLoveCarina","f",181,405,"来自陕西",NA
"5161319717930692","Thu May 01 02:32:56 +0800 2025","<a href='/n/人民日报'>@人民日报</a>",1,"2292689202",0,"jay162316cib","f",912,59,"来自北京",NA
"5161309340960467","Thu May 01 01:51:42 +0800 2025","希望彻查",2,"5884180460",1,"茶白白氵","f",67,55,"来自广东",NA
"5161233573485762","Wed Apr 30 20:50:38 +0800 2025","求一个真相",0,"6288769072",0,"用户6288769072","f",0,60,"来自河北",NA
"5161415691731255","Thu May 01 08:54:17 +0800 2025","肖飞已经被开了，董袭莹什么时候查？从本科开始算，本科五年，硕士3年，规培3年，博士3年；我苦读一十四年才拿到医学博士学位，凭什么她那么容易就得到了。",0,"7883957657",0,"有楓的季節_","m",10,30,"来自江苏",NA
"5161404728086915","Thu May 01 08:10:44 +0800 2025","<a href='/n/新闻晨报'>@新闻晨报</a> <a href='/n/央视新闻'>@央视新闻</a>",0,"2295261784",0,"totototoyo_","f",1722,117,"来自上海",NA
"5161324859097318","Thu May 01 02:53:22 +0800 2025","什么4+4，明明是0+4，她用4年成医学博士",6,"7816805748",0,"沥顾续","f",3,73,"来自广东",NA
"5161176708158708","Wed Apr 30 17:04:40 +0800 2025","希望彻查到底，保持关注",1,"1978344973",0,"_洱海","f",261,243,"来自江苏",NA
"5161864351712083","Fri May 02 14:37:07 +0800 2025","<span class=""url-icon""><img alt=[good] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/h_good-0c51afc69c.png"" style=""width:1em; height:1em;"" /></span>",0,"7953075766",0,"kiku-祎个檀力球","f",1,92,"来自广东",NA
"5161434653918967","Thu May 01 10:09:39 +0800 2025","群众要求一个结果",0,"7903618977",0,"用户7903618977","f",0,0,"来自山西",NA
"5161398985818155","Thu May 01 07:47:54 +0800 2025","不敢查，最后找个背锅的不了了之",0,"5166829011",0,"用户5166829011","m",122,151,"来自江苏",NA
"5161384939358010","Thu May 01 06:52:06 +0800 2025","自罚三杯",0,"7810038451",0,"鲨鱼菌菌kk","m",6,6,"来自韩国",NA
"5161383595606893","Thu May 01 06:46:46 +0800 2025","硕士论文都不止这个数了",0,"7271970847",0,"拂尘归也","f",0,0,"来自广东",NA
"5161383356531398","Thu May 01 06:45:49 +0800 2025","太离谱了",0,"7271970847",0,"拂尘归也","f",0,0,"来自广东",NA
"5161382778765932","Thu May 01 06:43:31 +0800 2025","一定要继续发声啊！不能降热搜！",0,"7282269264",0,"夏天在三楼","f",0,2,"来自河南",NA
"5161373508830118","Thu May 01 06:06:41 +0800 2025","4月27日晚，肖飞对经济观察报回应：“我和某护士长、某规培住院医师是存在私生活的问题，但是网络上指控我跟其他的人发生了关系，我是一概否认的，这没有任何实据，给其他女士造成了很多困扰，我非常抱歉。”舆论对肖飞更严重的指控与医疗质量、医疗安全有关。肖飞说，这一点他“完全不能接受”。",0,"7931639577",0,"用户7931639577","f",1,139,"来自广东",NA
"5161322397041156","Thu May 01 02:43:35 +0800 2025","谢谢，没几家媒体会说话了",0,"7568204276",0,"cantcatchmenow","f",3,479,"来自安徽",NA
"5161177336251172","Wed Apr 30 17:07:09 +0800 2025","推行“4+4”模式，可能出于好的本意，让对医学真正感兴趣的人在本科毕业以后也有机会从医，也让医学有更多跨学科的人才，关键是前4的准入门槛能不能把牢，后4的科研临床衔接能不能优化，不能成为有资源者的近水楼台",1,"1978344973",1,"_洱海","f",261,243,"来自江苏",NA
"5161399807902655","Thu May 01 07:51:10 +0800 2025","//@ pDong_192021 ：门阀世家多好，成绩再差也能出国留学，随便找俩院士推荐4+4小混一下，再过两年就是个医学领袖<span class=""url-icon""><img alt=[裂开] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/fc_liekai-9df295d44f.png"" style=""width:1em; height:1em;"" /></span>//<a href='/n/嘻嘻嘻叽叽叽叽_'>@嘻嘻嘻叽叽叽叽_</a> ：4+4没有盲审，董袭营论文是他姑姑学生赵基淮写的，跟学生已经发表的独作专利文内容相似，甚至有3张完全相同的图片（详细分析可见🍠Aaron帖子）",0,"7457176665",0,"小熊_能能4","f",811,5145,"来自广东",NA
"5161388461524670","Thu May 01 07:06:06 +0800 2025","222",0,"7703634496",0,"无尽夏立夏","f",50,18,"来自安徽",NA
"5161374041769168","Thu May 01 06:08:48 +0800 2025","若真查，可能会有各个行业的子女与这个相关，那就是各行各业为了子女都有可能互相关照和互送利益，面就广了，任重道远啊",0,"2258724161",0,"6哈6哈6哈6666","m",0,0,"来自重庆",NA
"5161442060013717","Thu May 01 10:39:05 +0800 2025","转发微博",0,"1142625373",0,"老K佛心","m",1678,109950,"来自江苏",NA
"5161440253577032","Thu May 01 10:31:54 +0800 2025","4+4就是汉代的举孝廉，后来是门阀瓜分了汉朝",0,"2762006837",0,"牛大胆和熊小心","m",317,118,"来自上海",NA
"5161438570352980","Thu May 01 10:25:13 +0800 2025","当小三，私德有问题，必须严查！！！",1,"1882078627",0,"汤圆圆happyanyway","f",750,1401,"来自山西",NA
"5161433114870542","Thu May 01 10:03:32 +0800 2025","更应该查邱院士！邱院士牛逼，能把学经济，零医学基础的本科生带成医学博士，而且是骨科博导带出做妇科研究的内科博士!##海航破产重整舞弊蒙羞# #海航破产重整# #顾刚升官发财#",0,"2152215977",0,"吴柳方","f",337,9341,"来自天津",NA
"5161428467846999","Thu May 01 09:45:04 +0800 2025","你敢说话！好媒体",0,"6169492416",0,"用户6169492416","m",0,59,"来自广东",NA
"5161423597734596","Thu May 01 09:25:43 +0800 2025","热度热度热度，支持董小姐给老干部，给达官贵人，看病开刀<span class=""url-icon""><img alt=[鲜花] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/w_xianhua-f902c37199.png"" style=""width:1em; height:1em;"" /></span>",0,"7388500699",0,"册册an","f",0,1877,"来自河北",NA
"5161415683080675","Thu May 01 08:54:15 +0800 2025","这么优质的背景，本来可以培养出不说造福人类，起码也能积极向上的下一代，只能说不配吧",0,"1844105161",0,"alicshi","m",156,703,"来自浙江",NA
"5161410585952823","Thu May 01 08:34:01 +0800 2025","国内顶流医院，就这？<span class=""url-icon""><img alt=[笑cry] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-f2bd11b506.png"" style=""width:1em; height:1em;"" /></span>",0,"6218395926",0,"爱在0379_","m",23,2,"来自江苏",NA
"5161406111157434","Thu May 01 08:16:14 +0800 2025","不是所有院士都德能配位，现在有个别垃圾都能评上院士，各种站台污染学术圈",1,"7857840263",0,"是姜姜的小彭呀","f",4,18,"来自北京",NA
"5161405355655544","Thu May 01 08:13:13 +0800 2025","小编好样的！针砭时弊<span class=""url-icon""><img alt=[good] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/h_good-0c51afc69c.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[good] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/h_good-0c51afc69c.png"" style=""width:1em; height:1em;"" /></span>",0,"5285450217",0,"万物可爱-人间值得","f",105,1203,"来自四川",NA
"5161399982491986","Thu May 01 07:51:53 +0800 2025","牛马们，还在相信天道酬勤吗？还在相信知识改变命运吗？还在相信学而优则仕吗？<span class=""url-icon""><img alt=[嘻嘻] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_xixi-643ef6e48d.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[嘻嘻] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_xixi-643ef6e48d.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[嘻嘻] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_xixi-643ef6e48d.png"" style=""width:1em; height:1em;"" /></span>还在一个二个三个的努力生孩子为权贵富人提供备料燃料吗？",0,"2441260191",0,"老公跟空仓的跑了","f",36,50,"来自广东",NA
"5161399719298757","Thu May 01 07:50:50 +0800 2025","这真的是缺口是4+4需要堵住的漏洞嘛？还是说里面已经烂掉了<span class=""url-icon""><img alt=[doge] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-be7f768d78.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[doge] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-be7f768d78.png"" style=""width:1em; height:1em;"" /></span>",0,"7907599795",0,"用户7907599795","f",2,6,"来自云南",NA
"5161396997194486","Thu May 01 07:40:01 +0800 2025","论文瞬间撤下，要申请一年吧，手眼通天啊！不过300了！外网咋说<span class=""url-icon""><img alt=[生病] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_shengbing-b740fa9852.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[生病] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_shengbing-b740fa9852.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[生病] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_shengbing-b740fa9852.png"" style=""width:1em; height:1em;"" /></span>",3,"1622389935",0,"月光女孩011","f",176,1464,"来自北京",NA
"5161396909638008","Thu May 01 07:39:39 +0800 2025","<a href='/n/共青团中央'>@共青团中央</a>",0,"5472743659",0,"-Awennn","f",203,847,"来自浙江",NA
"5161396803470357","Thu May 01 07:39:15 +0800 2025","不知道你这公道话能不能留住？已经有说这事得视频被下架了",0,"7948255075",0,"京牌和死亡哪个先到","m",72,42,"来自北京",NA
"5161394404590537","Thu May 01 07:29:43 +0800 2025","能不能取消4+4啥玩意儿",0,"7980907046",0,"以梦为马77777","m",111,56,"来自北京",NA
